d10/2,d100,CYPHER,DESCRIPTION,LEVEL,FORM,,,,,,,
1,97,Hunter/seeker,"With long-range movement, this intelligent missile tracks and attacks a specified target (target must be within sight when selected). If it misses, it continues to attack one additional time per cypher level until it hits. For example, a level 4 hunter/seeker will attack a maximum of five times. Different hunter/seekers have different effects:
01–50 Inflicts 8 points of damage.
51–80 Bears a poisoned needle that inflicts 3 points of damage plus poison.
81–90 Explodes, inflicting 6 points of damage to all within immediate range.
91–95 Shocks for 4 points of electricity damage, and stuns for one round per cypher level.
96–00 Covers target in sticky goo that immediately hardens, holding them fast until they break out with a Might action (difficulty equal to the cypher level + 2).",1d6,Arm-mounted launcher,Shoulder-mounted launcher,Complex device,Handheld device,,,,
1,98,Image caster,"Projects an ephemeral image within long range that looks real. The image looks like the user, speaks like the user, and moves as the user desires within long range for up to one hour. Physical interaction with the image shows it to be without substance.",1d6,Complex device,Handheld device,,,,,,
1,99,Image projector,"Projects one of the following immobile images in the area described for one hour. The image appears up to a close distance away (long distance if the cypher level is 4 or higher, very long distance if the cypher level is 6 or higher). Scenes include movement, sound, and smell.
01–20 Terrifying creature of an unknown species, perhaps no longer alive in the world (10-foot [3 m] cube)
21–40 Huge machine that obscures sight (9 m cube)
41–50 Beautiful pastoral scene (15 m cube)
51–60 Food that looks delicious but may not be familiar (3 m cube)
61–80 Solid color that obscures sight (15 m cube)
81–00 Incomprehensible scene that is disorienting and strange (6 m cube)",1d6,Headband with device,Handheld device with glass panel,,,,,,
1,100,Indestructible oil,"If a character coats an inanimate object with this oil, the object becomes almost indestructible (treat as level 10 for durability). One dose is enough for a single object about the size of a sword, a shield, or a small case.",1d6,Jar,Flask,,,,,,
2,1,Infiltrator,"Tiny capsule launches and moves at great speed, mapping and scanning an unknown area. It moves 150 m per level, scanning an area up to 15 m per level away from it. It identifies basic layout, creatures, and major energy sources. Its movement is blocked by any physical or energy barrier.",1d6,Phases into eye,Adheres to temple,Handheld device,,,,,
2,2,Inflatable suit,"Causes a number of bags to suddenly inflate all over the user’s body. The inflated bags protect him from damage sustained from impacts, such as one resulting from a fall or a great concussive force. The bags remain inflated for one minute and then deflate with a tremendous noise. While the bags are inflated, the difficulty of the user’s Might rolls and Speed rolls is increased by one step.",1d6,Pill,Ingestible liquid,Full bodysuit,,,,,
2,3,Insanity mask,"Anyone wearing the mask begins to slowly lose her mind. The mask causes 1d6 + 2 points of Intellect damage each round for a number of rounds equal to the cypher level. Alternatively, if someone’s Intellect Pool is already at 0, she can attempt to gain Intellect points by wearing the mask. Wearers who start with 0 in their Intellect Pool gain 1d6 – 2 Intellect points each round for a number of rounds equal to the cypher level. If the resulting number is negative, the wearer takes those points out of the next Pool in succession. For example, if the wearer is at 0 Intellect points and rolls a natural 1, she loses 1 point from her Might Pool. If her Might Pool is already at 0, the point of damage comes out of her Speed Pool instead.",1d6,A metal mask with tiny holes in odd places and a locking mechanism in the back,,,,,,,
2,4,Instant guardian,"If submerged in water, the pod grows quickly. In one minute, it grows into a batlike creature of a level equal to the cypher level. The creature sits on the user’s shoulder for 28 hours or until the user is attacked. The guardian moves to intercept the attack in its entirety. That is the only action it will take.",1d6,Fist-sized organic pod,,,,,,,
2,5,Instant servant,"Small device expands into a humanoid automaton that is roughly 60 cm tall. Its level is equal to the cypher level and it can understand the verbal commands of the character who activates it. Once the servant is activated, commanding it is not an action. It can make attacks or perform actions as ordered to the best of its abilities, but it cannot speak.
The automaton has short-range movement but never goes farther than long range away from the character who activated it. At the GM’s discretion, the servant might have specialized knowledge, such as how to operate a particular device. Otherwise, it has no special knowledge. In any case, the servant is not artificially intelligent or capable of initiating action. It does only as commanded.
The servant operates for one hour per cypher level.",1d6,Handheld device,,,,,,,
2,6,Instant shield,"When activated by a simple voice command, the device instantly sends out a spray of molecules that harden into a protective wall in the air. The wall is 1 m by 1 m. It provides Armor equal to the cypher level for two rounds.
Activation is an action.",1d6,Ring,Earring,Hair pin,Wristband,Lapel pin,Spray canister,,
2,7,Instant wings,"When activated, silken wings pop out of this backpack, allowing the wearer to glide (if falling or leaping from a height) for great distances, moving a long distance each round, and landing safely on the ground. The wings last until the wearer lands or for one hour, whichever comes first.",1d6,Backpack,,,,,,,
2,8,Internal detector,"Injects a fluorescent protein gene into the user, causing her skin to glow with a bioluminescent color that reflects the conditions in the surrounding environment
(within long range). Works in both air and water. Lasts for one hour.
Blue: poison or other dangerous gasses
Green: dangerous levels of radiation or chemical compound
Yellow: unknown dangerous compound
Orange: unknown safe or beneficial compound
Purple: hallucinogenic compound
No glow: nothing detected",1d6,Syringe,Pill,Ingestible liquid,,,,,
2,9,Invisibility nodule,"For the next ten hours per cypher level, the armor the nodule is attached to is invisible, making the wearer appear to be unarmored.",1d6,Crystal nodule affixed to armor,,,,,,,
